#tmauto-artifact 1
#map_uid buNzfsVlp2NF2oWtHM3729dEylg
#map_sha256 17cfebb228862cc4fe3d6cbb81c80d59e5f87bca9bafb5c2aa5e4136a10d145b
#container_ticks 4200
#prefix 153
#declared_ms 41800
#declared_cps 20900,41800
#template wobble7919 gas=on ticks=9000
#tape_sha256 09cf59fff006646b8ea56f2a3fb21e8782d7a027d0013cc62af1fb6219513dba
#file_sha256 fa0b9e6648d3de2bc4ec8c16de7d3db16156e0d22e6e5c868700548507f08bba
#producer tmauto optimize
#parent d059e58e4d562f8390ef96c08ea3977242148d554d82b3cedcca57efd7eccc26
#parent_path /var/svcscm/persistent/private-30d/tm-autopilot/C2-drive/bank-summer01/summer01-finish-36698.artifact.tsv
#cut n/a
#macro_steer n/a
#note (1+lambda) hill climb on finish time, plain oracle only, no memory readout; server-simulated finish 36.618 at the moment of banking
tick	steer	gas	brake	respawn
607	0	1	0	0
608	0	1	0	0
609	0	1	0	0
610	0	1	0	0
611	0	1	0	0
612	0	1	0	0
613	0	1	0	0
614	0	1	0	0
615	0	1	0	0
616	0	1	0	0
617	0	1	0	0
618	0	1	0	0
619	0	1	0	0
620	0	1	0	0
621	0	1	0	0
622	0	1	0	0
623	0	1	0	0
624	0	1	0	0
625	0	1	0	0
626	0	1	0	0
627	0	1	0	0
628	0	1	0	0
629	0	1	0	0
630	0	1	0	0
631	0	1	0	0
632	0	1	0	0
633	-127	1	0	0
634	-127	1	0	0
635	-127	1	0	0
636	-127	1	0	0
637	-127	1	0	0
638	-127	1	0	0
639	-127	1	0	0
640	-127	1	0	0
641	-127	1	0	0
642	-127	1	0	0
643	-127	1	0	0
644	-127	1	0	0
645	-127	1	0	0
646	-127	1	0	0
647	-127	1	0	0
648	-127	1	0	0
649	-127	1	0	0
650	-127	1	0	0
651	-127	1	0	0
652	-127	1	0	0
653	-127	1	0	0
654	-127	1	0	0
655	-127	1	0	0
656	-127	1	0	0
657	-127	1	0	0
658	-127	1	0	0
659	-127	1	0	0
660	-127	1	0	0
661	-127	1	0	0
662	-127	1	0	0
663	-127	1	0	0
664	-127	1	0	0
665	-127	1	0	0
666	-127	1	0	0
667	-127	1	0	0
668	-127	1	0	0
669	0	1	0	0
670	0	1	0	0
671	0	1	0	0
672	0	1	0	0
673	0	1	0	0
674	0	1	0	0
675	0	1	0	0
676	0	1	0	0
677	0	1	0	0
678	0	1	0	0
679	0	1	0	0
680	0	1	0	0
681	0	1	0	0
682	0	1	0	0
683	0	1	0	0
684	0	1	0	0
685	0	1	0	0
686	0	1	0	0
687	0	1	0	0
688	0	1	0	0
689	0	1	0	0
690	0	1	0	0
691	0	1	0	0
692	0	1	0	0
693	-127	1	0	0
694	-127	1	0	0
695	-127	1	0	0
696	-127	1	0	0
697	-127	1	0	0
698	-127	1	0	0
699	-127	1	0	0
700	-127	1	0	0
701	-127	1	0	0
702	-127	1	0	0
703	-127	1	0	0
704	-127	1	0	0
705	-127	1	0	0
706	-127	1	0	0
707	-127	1	0	0
708	-127	1	0	0
709	-127	1	0	0
710	-127	1	0	0
711	-127	1	0	0
712	-127	1	0	0
713	-127	1	0	0
714	-127	1	0	0
715	-127	1	0	0
716	-127	1	0	0
717	0	1	0	0
718	0	1	0	0
719	0	1	0	0
720	0	1	0	0
721	0	1	0	0
722	0	1	0	0
723	0	1	0	0
724	0	1	0	0
725	0	1	0	0
726	0	1	0	0
727	0	1	0	0
728	0	1	0	0
729	0	1	0	0
730	0	1	0	0
731	0	1	0	0
732	0	1	0	0
733	0	1	0	0
734	0	1	0	0
735	0	1	0	0
736	0	1	0	0
737	0	1	0	0
738	0	1	0	0
739	0	1	0	0
740	0	1	0	0
741	0	1	0	0
742	0	1	0	0
743	0	1	0	0
744	0	1	0	0
745	0	1	0	0
746	0	1	0	0
747	0	1	0	0
748	0	1	0	0
749	0	1	0	0
750	0	1	0	0
751	0	1	0	0
752	0	1	0	0
753	127	1	0	0
754	127	1	0	0
755	127	1	0	0
756	127	1	0	0
757	127	1	0	0
758	127	1	0	0
759	127	1	0	0
760	127	1	0	0
761	127	1	0	0
762	127	1	0	0
763	127	1	0	0
764	127	1	0	0
765	127	1	0	0
766	127	1	0	0
767	127	1	0	0
768	127	1	0	0
769	127	1	0	0
770	127	1	0	0
771	127	1	0	0
772	127	1	0	0
773	127	1	0	0
774	127	1	0	0
775	127	1	0	0
776	127	1	0	0
777	127	1	0	0
778	127	1	0	0
779	127	1	0	0
780	127	1	0	0
781	127	1	0	0
782	127	1	0	0
783	127	1	0	0
784	127	1	0	0
785	127	1	0	0
786	127	1	0	0
787	127	1	0	0
788	127	1	0	0
789	127	1	0	0
790	127	1	0	0
791	127	1	0	0
792	127	1	0	0
793	127	1	0	0
794	127	1	0	0
795	127	1	0	0
796	127	1	0	0
797	127	1	0	0
798	127	1	0	0
799	127	1	0	0
800	127	1	0	0
801	127	1	0	0
802	127	1	0	0
803	127	1	0	0
804	127	1	0	0
805	127	1	0	0
806	127	1	0	0
807	127	1	0	0
808	127	1	0	0
809	127	1	0	0
810	127	1	0	0
811	127	1	0	0
812	127	1	0	0
813	127	1	0	0
814	127	1	0	0
815	127	1	0	0
816	127	1	0	0
817	127	1	0	0
818	127	1	0	0
819	127	1	0	0
820	127	1	0	0
821	127	1	0	0
822	127	1	0	0
823	127	1	0	0
824	127	1	0	0
825	-127	1	0	0
826	-127	1	0	0
827	-127	1	0	0
828	-127	1	0	0
829	-127	1	0	0
830	-127	1	0	0
831	-127	1	0	0
832	-127	1	0	0
833	-127	1	0	0
834	-127	1	0	0
835	-127	1	0	0
836	-127	1	0	0
837	-127	1	0	0
838	-127	1	0	0
839	-127	1	0	0
840	-127	1	0	0
841	-127	1	0	0
842	-127	1	0	0
843	-127	1	0	0
844	-127	1	0	0
845	-127	1	0	0
846	-127	1	0	0
847	-127	1	0	0
848	-127	1	0	0
849	-127	1	0	0
850	-127	1	0	0
851	-127	1	0	0
852	-127	1	0	0
853	-127	1	0	0
854	-127	1	0	0
855	-127	1	0	0
856	-127	1	0	0
857	-127	1	0	0
858	-127	1	0	0
859	-127	1	0	0
860	-127	1	0	0
861	-127	1	0	0
862	-127	1	0	0
863	-127	1	0	0
864	-127	1	0	0
865	-127	1	0	0
866	-127	1	0	0
867	-127	1	0	0
868	-127	1	0	0
869	-127	1	0	0
870	-127	1	0	0
871	-127	1	0	0
872	-127	1	0	0
873	-127	1	0	0
874	-127	1	0	0
875	-127	1	0	0
876	-127	1	0	0
877	-127	1	0	0
878	-127	1	0	0
879	-127	1	0	0
880	-127	1	0	0
881	-127	1	0	0
882	-127	1	0	0
883	-127	1	0	0
884	-127	1	0	0
885	-127	1	0	0
886	-127	1	0	0
887	-127	1	0	0
888	-127	1	0	0
889	-127	1	0	0
890	-127	1	0	0
891	-127	1	0	0
892	-127	1	0	0
893	-127	1	0	0
894	-127	1	0	0
895	-127	1	0	0
896	-127	1	0	0
897	0	1	0	0
898	0	1	0	0
899	0	1	0	0
900	0	1	0	0
901	0	1	0	0
902	0	1	0	0
903	0	1	0	0
904	0	1	0	0
905	0	1	0	0
906	0	1	0	0
907	0	1	0	0
908	0	1	0	0
909	0	1	0	0
910	0	1	0	0
911	0	1	0	0
912	0	1	0	0
913	0	1	0	0
914	0	1	0	0
915	0	1	0	0
916	0	1	0	0
917	0	1	0	0
918	0	1	0	0
919	0	1	0	0
920	0	1	0	0
921	0	1	0	0
922	0	1	0	0
923	0	1	0	0
924	0	1	0	0
925	0	1	0	0
926	0	1	0	0
927	0	1	0	0
928	0	1	0	0
929	0	1	0	0
930	0	1	0	0
931	0	1	0	0
932	0	1	0	0
933	127	1	0	0
934	127	1	0	0
935	127	1	0	0
936	127	1	0	0
937	127	1	0	0
938	127	1	0	0
939	127	1	0	0
940	127	1	0	0
941	127	1	0	0
942	127	1	0	0
943	127	1	0	0
944	127	1	0	0
945	127	1	0	0
946	127	1	0	0
947	127	1	0	0
948	127	1	0	0
949	127	1	0	0
950	127	1	0	0
951	127	1	0	0
952	127	1	0	0
953	127	1	0	0
954	127	1	0	0
955	127	1	0	0
956	127	1	0	0
957	127	1	0	0
958	127	1	0	0
959	127	1	0	0
960	127	1	0	0
961	127	1	0	0
962	127	1	0	0
963	127	1	0	0
964	127	1	0	0
965	127	1	0	0
966	127	1	0	0
967	127	1	0	0
968	127	1	0	0
969	0	1	0	0
970	0	1	0	0
971	0	1	0	0
972	0	1	0	0
973	0	1	0	0
974	0	1	0	0
975	0	1	0	0
976	0	1	0	0
977	0	1	0	0
978	0	1	0	0
979	0	1	0	0
980	0	1	0	0
981	-127	1	0	0
982	-127	1	0	0
983	-127	1	0	0
984	-127	1	0	0
985	-127	1	0	0
986	-127	1	0	0
987	-127	1	0	0
988	-127	1	0	0
989	-127	1	0	0
990	-127	1	0	0
991	-127	1	0	0
992	-127	1	0	0
993	-127	1	0	0
994	-127	1	0	0
995	-127	1	0	0
996	-127	1	0	0
997	-127	1	0	0
998	-127	1	0	0
999	-127	1	0	0
1000	-127	1	0	0
1001	-127	1	0	0
1002	-127	1	0	0
1003	-127	1	0	0
1004	-127	1	0	0
1005	-127	1	0	0
1006	-127	1	0	0
1007	-127	1	0	0
1008	-127	1	0	0
1009	-127	1	0	0
1010	-127	1	0	0
1011	-127	1	0	0
1012	-127	1	0	0
1013	-127	1	0	0
1014	-127	1	0	0
1015	-127	1	0	0
1016	-127	1	0	0
1017	127	1	0	0
1018	127	1	0	0
1019	127	1	0	0
1020	127	1	0	0
1021	127	1	0	0
1022	127	1	0	0
1023	127	1	0	0
1024	127	1	0	0
1025	127	1	0	0
1026	127	1	0	0
1027	127	1	0	0
1028	127	1	0	0
1029	0	1	0	0
1030	0	1	0	0
1031	0	1	0	0
1032	0	1	0	0
1033	0	1	0	0
1034	0	1	0	0
1035	0	1	0	0
1036	0	1	0	0
1037	0	1	0	0
1038	0	1	0	0
1039	0	1	0	0
1040	0	1	0	0
1041	0	1	0	0
1042	0	1	0	0
1043	0	1	0	0
1044	0	1	0	0
1045	0	1	0	0
1046	0	1	0	0
1047	0	1	0	0
1048	0	1	0	0
1049	0	1	0	0
1050	0	1	0	0
1051	0	1	0	0
1052	0	1	0	0
1053	-127	1	0	0
1054	-127	1	0	0
1055	-127	1	0	0
1056	-127	1	0	0
1057	-127	1	0	0
1058	-127	1	0	0
1059	-127	1	0	0
1060	-127	1	0	0
1061	-127	1	0	0
1062	-127	1	0	0
1063	-127	1	0	0
1064	-127	1	0	0
1065	0	1	0	0
1066	0	1	0	0
1067	0	1	0	0
1068	0	1	0	0
1069	0	1	0	0
1070	0	1	0	0
1071	0	1	0	0
1072	0	1	0	0
1073	0	1	0	0
1074	0	1	0	0
1075	0	1	0	0
1076	0	1	0	0
1077	0	1	0	0
1078	0	1	0	0
1079	0	1	0	0
1080	0	1	0	0
1081	0	1	0	0
1082	0	1	0	0
1083	0	1	0	0
1084	0	1	0	0
1085	0	1	0	0
1086	0	1	0	0
1087	0	1	0	0
1088	0	1	0	0
1089	0	1	0	0
1090	0	1	0	0
1091	0	1	0	0
1092	0	1	0	0
1093	0	1	0	0
1094	0	1	0	0
1095	0	1	0	0
1096	0	1	0	0
1097	0	1	0	0
1098	0	1	0	0
1099	0	1	0	0
1100	0	1	0	0
1101	0	1	0	0
1102	0	1	0	0
1103	0	1	0	0
1104	0	1	0	0
1105	0	1	0	0
1106	0	1	0	0
1107	0	1	0	0
1108	0	1	0	0
1109	0	1	0	0
1110	0	1	0	0
1111	0	1	0	0
1112	0	1	0	0
1113	0	1	0	0
1114	0	1	0	0
1115	0	1	0	0
1116	0	1	0	0
1117	0	1	0	0
1118	0	1	0	0
1119	0	1	0	0
1120	0	1	0	0
1121	0	1	0	0
1122	0	1	0	0
1123	0	1	0	0
1124	0	1	0	0
1125	0	1	0	0
1126	0	1	0	0
1127	0	1	0	0
1128	0	1	0	0
1129	0	1	0	0
1130	0	1	0	0
1131	0	1	0	0
1132	0	1	0	0
1133	0	1	0	0
1134	0	1	0	0
1135	0	1	0	0
1136	0	1	0	0
1137	0	1	0	0
1138	0	1	0	0
1139	0	1	0	0
1140	0	1	0	0
1141	0	1	0	0
1142	0	1	0	0
1143	0	1	0	0
1144	0	1	0	0
1145	0	1	0	0
1146	0	1	0	0
1147	0	1	0	0
1148	0	1	0	0
1149	0	1	0	0
1150	0	1	0	0
1151	0	1	0	0
1152	0	1	0	0
1153	0	1	0	0
1154	0	1	0	0
1155	0	1	0	0
1156	0	1	0	0
1157	0	1	0	0
1158	0	1	0	0
1159	0	1	0	0
1160	0	1	0	0
1161	0	1	0	0
1162	0	1	0	0
1163	0	1	0	0
1164	0	1	0	0
1165	0	1	0	0
1166	0	1	0	0
1167	0	1	0	0
1168	0	1	0	0
1169	0	1	0	0
1170	0	1	0	0
1171	0	1	0	0
1172	0	1	0	0
1173	127	1	0	0
1174	127	1	0	0
1175	127	1	0	0
1176	127	1	0	0
1177	127	1	0	0
1178	127	1	0	0
1179	127	1	0	0
1180	127	1	0	0
1181	127	1	0	0
1182	127	1	0	0
1183	127	1	0	0
1184	127	1	0	0
1185	127	1	0	0
1186	127	1	0	0
1187	127	1	0	0
1188	127	1	0	0
1189	127	1	0	0
1190	127	1	0	0
1191	127	1	0	0
1192	127	1	0	0
1193	127	1	0	0
1194	127	1	0	0
1195	127	1	0	0
1196	127	1	0	0
1197	127	1	0	0
1198	127	1	0	0
1199	127	1	0	0
1200	127	1	0	0
1201	127	1	0	0
1202	127	1	0	0
1203	127	1	0	0
1204	127	1	0	0
1205	127	1	0	0
1206	127	1	0	0
1207	127	1	0	0
1208	127	1	0	0
1209	-127	1	0	0
1210	-127	1	0	0
1211	-127	1	0	0
1212	-127	1	0	0
1213	-127	1	0	0
1214	-127	1	0	0
1215	-127	1	0	0
1216	-127	1	0	0
1217	-127	1	0	0
1218	-127	1	0	0
1219	-127	1	0	0
1220	-127	1	0	0
1221	-127	1	0	0
1222	-127	1	0	0
1223	-127	1	0	0
1224	-127	1	0	0
1225	-127	1	0	0
1226	-127	1	0	0
1227	-127	1	0	0
1228	-127	1	0	0
1229	-127	1	0	0
1230	-127	1	0	0
1231	-127	1	0	0
1232	-127	1	0	0
1233	127	1	0	0
1234	127	1	0	0
1235	127	1	0	0
1236	127	1	0	0
1237	127	1	0	0
1238	127	1	0	0
1239	127	1	0	0
1240	127	1	0	0
1241	127	1	0	0
1242	127	1	0	0
1243	127	1	0	0
1244	127	1	0	0
1245	127	1	0	0
1246	127	1	0	0
1247	127	1	0	0
1248	127	1	0	0
1249	127	1	0	0
1250	127	1	0	0
1251	127	1	0	0
1252	127	1	0	0
1253	127	1	0	0
1254	127	1	0	0
1255	127	1	0	0
1256	127	1	0	0
1257	127	1	0	0
1258	127	1	0	0
1259	127	1	0	0
1260	127	1	0	0
1261	127	1	0	0
1262	127	1	0	0
1263	127	1	0	0
1264	127	1	0	0
1265	127	1	0	0
1266	127	1	0	0
1267	127	1	0	0
1268	127	1	0	0
1269	-127	1	0	0
1270	-127	1	0	0
1271	-127	1	0	0
1272	-127	1	0	0
1273	-127	1	0	0
1274	-127	1	0	0
1275	-127	1	0	0
1276	-127	1	0	0
1277	-127	1	0	0
1278	-127	1	0	0
1279	-127	1	0	0
1280	-127	1	0	0
1281	127	1	0	0
1282	127	1	0	0
1283	127	1	0	0
1284	127	1	0	0
1285	127	1	0	0
1286	127	1	0	0
1287	127	1	0	0
1288	127	0	0	0
1289	127	0	0	0
1290	127	0	0	0
1291	127	0	0	0
1292	127	0	0	0
1293	127	0	0	0
1294	127	0	0	0
1295	127	0	0	0
1296	127	0	0	0
1297	127	0	0	0
1298	127	0	0	0
1299	127	0	0	0
1300	127	0	0	0
1301	127	0	0	0
1302	127	0	0	0
1303	127	0	0	0
1304	127	0	0	0
1305	127	0	0	0
1306	127	0	0	0
1307	127	0	0	0
1308	127	0	0	0
1309	127	0	0	0
1310	127	0	0	0
1311	127	0	0	0
1312	127	0	0	0
1313	127	0	0	0
1314	127	0	0	0
1315	127	0	0	0
1316	127	0	0	0
1317	127	0	0	0
1318	127	0	0	0
1319	127	0	0	0
1320	127	0	0	0
1321	127	0	0	0
1322	127	0	0	0
1323	127	0	0	0
1324	127	0	0	0
1325	127	1	0	0
1326	127	1	0	0
1327	127	1	0	0
1328	127	1	0	0
1329	-127	1	0	0
1330	-127	1	0	0
1331	-127	1	0	0
1332	-127	1	0	0
1333	-127	1	0	0
1334	-127	1	0	0
1335	-127	1	0	0
1336	-127	1	0	0
1337	-127	1	0	0
1338	-127	1	0	0
1339	-127	1	0	0
1340	-127	1	0	0
1341	-127	1	0	0
1342	-127	1	0	0
1343	-127	1	0	0
1344	-127	1	0	0
1345	-127	1	0	0
1346	-127	1	0	0
1347	-127	1	0	0
1348	-127	1	0	0
1349	-127	1	0	0
1350	-127	1	0	0
1351	-127	1	0	0
1352	-127	1	0	0
1353	-127	1	0	0
1354	-127	1	0	0
1355	-127	1	0	0
1356	-127	1	0	0
1357	-127	1	0	0
1358	-127	1	0	0
1359	-127	1	0	0
1360	-127	1	0	0
1361	-127	1	0	0
1362	-127	1	0	0
1363	-127	1	0	0
1364	-127	1	0	0
1365	-127	1	0	0
1366	-127	1	0	0
1367	-127	1	0	0
1368	-127	1	0	0
1369	-127	1	0	0
1370	-127	1	0	0
1371	-127	1	0	0
1372	-127	1	0	0
1373	-127	1	0	0
1374	-127	1	0	0
1375	-127	1	0	0
1376	-127	1	0	0
1377	0	1	0	0
1378	0	1	0	0
1379	0	1	0	0
1380	0	1	0	0
1381	0	1	0	0
1382	0	1	0	0
1383	0	1	0	0
1384	0	1	0	0
1385	0	1	0	0
1386	0	1	0	0
1387	0	1	0	0
1388	0	1	0	0
1389	0	1	0	0
1390	0	1	0	0
1391	0	1	0	0
1392	0	1	0	0
1393	0	1	0	0
1394	0	1	0	0
1395	0	1	0	0
1396	0	1	0	0
1397	0	1	0	0
1398	0	1	0	0
1399	0	1	0	0
1400	0	1	0	0
1401	0	1	0	0
1402	0	1	0	0
1403	0	1	0	0
1404	0	1	0	0
1405	0	1	0	0
1406	0	1	0	0
1407	0	1	0	0
1408	0	1	0	0
1409	0	1	0	0
1410	0	1	0	0
1411	0	1	0	0
1412	0	1	0	0
1413	-127	1	0	0
1414	-127	1	0	0
1415	-127	1	0	0
1416	-127	1	0	0
1417	-127	1	0	0
1418	-127	1	0	0
1419	-127	1	0	0
1420	-127	1	0	0
1421	-127	1	0	0
1422	-127	1	0	0
1423	-127	1	0	0
1424	-127	1	0	0
1425	0	1	0	0
1426	0	1	0	0
1427	0	1	0	0
1428	0	1	0	0
1429	0	1	0	0
1430	0	1	0	0
1431	0	1	0	0
1432	0	1	0	0
1433	0	1	0	0
1434	0	1	0	0
1435	0	1	0	0
1436	0	1	0	0
1437	0	1	0	0
1438	0	1	0	0
1439	0	1	0	0
1440	0	1	0	0
1441	0	1	0	0
1442	0	1	0	0
1443	0	1	0	0
1444	0	1	0	0
1445	0	1	0	0
1446	0	1	0	0
1447	0	1	0	0
1448	0	1	0	0
1449	0	1	0	0
1450	0	1	0	0
1451	0	1	0	0
1452	0	1	0	0
1453	0	1	0	0
1454	0	1	0	0
1455	0	1	0	0
1456	0	1	0	0
1457	0	1	0	0
1458	0	1	0	0
1459	0	1	0	0
1460	0	1	0	0
1461	0	1	0	0
1462	0	1	0	0
1463	0	1	0	0
1464	0	1	0	0
1465	0	1	0	0
1466	0	1	0	0
1467	0	1	0	0
1468	0	1	0	0
1469	0	1	0	0
1470	0	1	0	0
1471	0	1	0	0
1472	0	1	0	0
1473	0	1	0	0
1474	0	1	0	0
1475	0	1	0	0
1476	0	1	0	0
1477	0	1	0	0
1478	0	1	0	0
1479	0	1	0	0
1480	0	1	0	0
1481	0	1	0	0
1482	0	1	0	0
1483	0	1	0	0
1484	0	1	0	0
1485	0	1	0	0
1486	0	1	0	0
1487	0	1	0	0
1488	0	1	0	0
1489	0	1	0	0
1490	0	1	0	0
1491	0	1	0	0
1492	0	1	0	0
1493	0	1	0	0
1494	0	1	0	0
1495	0	1	0	0
1496	0	1	0	0
1497	0	1	0	0
1498	0	1	0	0
1499	0	1	0	0
1500	0	1	0	0
1501	0	1	0	0
1502	0	1	0	0
1503	0	1	0	0
1504	0	1	0	0
1505	0	1	0	0
1506	0	1	0	0
1507	0	1	0	0
1508	0	1	0	0
1509	0	1	0	0
1510	0	1	0	0
1511	0	1	0	0
1512	0	1	0	0
1513	0	1	0	0
1514	0	1	0	0
1515	0	1	0	0
1516	0	1	0	0
1517	0	1	0	0
1518	0	1	0	0
1519	0	1	0	0
1520	0	1	0	0
1521	0	1	0	0
1522	0	1	0	0
1523	0	1	0	0
1524	0	1	0	0
1525	0	1	0	0
1526	0	1	0	0
1527	0	1	0	0
1528	0	1	0	0
1529	0	1	0	0
1530	0	1	0	0
1531	0	1	0	0
1532	0	1	0	0
1533	0	1	0	0
1534	0	1	0	0
1535	0	1	0	0
1536	0	1	0	0
1537	0	1	0	0
1538	0	1	0	0
1539	0	1	0	0
1540	0	1	0	0
1541	0	1	0	0
1542	0	1	0	0
1543	0	1	0	0
1544	0	1	0	0
1545	0	1	0	0
1546	0	1	0	0
1547	0	1	0	0
1548	0	1	0	0
1549	0	1	0	0
1550	0	1	0	0
1551	0	1	0	0
1552	0	1	0	0
1553	0	1	0	0
1554	0	1	0	0
1555	0	1	0	0
1556	0	1	0	0
1557	-127	1	0	0
1558	-127	1	0	0
1559	-127	1	0	0
1560	-127	1	0	0
1561	-127	1	0	0
1562	-127	1	0	0
1563	-127	1	0	0
1564	-127	1	0	0
1565	-127	1	0	0
1566	-127	1	0	0
1567	-127	1	0	0
1568	-127	1	0	0
1569	-127	1	0	0
1570	-127	1	0	0
1571	-127	1	0	0
1572	-127	1	0	0
1573	-127	1	0	0
1574	-127	1	0	0
1575	-127	1	0	0
1576	-127	1	0	0
1577	-127	1	0	0
1578	-127	1	0	0
1579	-127	1	0	0
1580	-127	1	0	0
1581	-127	1	0	0
1582	-127	1	0	0
1583	-127	1	0	0
1584	-127	1	0	0
1585	-127	1	0	0
1586	-127	1	0	0
1587	-127	1	0	0
1588	-127	1	0	0
1589	-127	1	0	0
1590	-127	1	0	0
1591	-127	1	0	0
1592	-127	1	0	0
1593	127	1	0	0
1594	127	1	0	0
1595	127	1	0	0
1596	127	1	0	0
1597	127	1	0	0
1598	127	1	0	0
1599	127	1	0	0
1600	127	1	0	0
1601	127	1	0	0
1602	127	1	0	0
1603	127	1	0	0
1604	127	1	0	0
1605	127	1	0	0
1606	127	1	0	0
1607	127	1	0	0
1608	127	1	0	0
1609	127	1	0	0
1610	127	1	0	0
1611	127	1	0	0
1612	127	1	0	0
1613	127	1	0	0
1614	127	1	0	0
1615	127	1	0	0
1616	127	1	0	0
1617	-127	1	0	0
1618	-127	1	0	0
1619	-127	1	0	0
1620	-127	1	0	0
1621	-127	1	0	0
1622	-127	1	0	0
1623	-127	1	0	0
1624	-127	1	0	0
1625	-127	1	0	0
1626	-127	1	0	0
1627	-127	1	0	0
1628	-127	1	0	0
1629	-127	1	0	0
1630	-127	1	0	0
1631	-127	1	0	0
1632	-127	1	0	0
1633	-127	1	0	0
1634	-127	1	0	0
1635	-127	1	0	0
1636	-127	1	0	0
1637	-127	1	0	0
1638	-127	1	0	0
1639	-127	1	0	0
1640	-127	1	0	0
1641	-127	1	0	0
1642	-127	1	0	0
1643	-127	1	0	0
1644	-127	1	0	0
1645	-127	1	0	0
1646	-127	1	0	0
1647	-127	1	0	0
1648	-127	1	0	0
1649	-127	1	0	0
1650	-127	1	0	0
1651	-127	1	0	0
1652	-127	1	0	0
1653	-127	1	0	0
1654	-127	1	0	0
1655	-127	1	0	0
1656	-127	1	0	0
1657	-127	1	0	0
1658	-127	1	0	0
1659	-127	1	0	0
1660	-127	1	0	0
1661	-127	1	0	0
1662	-127	1	0	0
1663	-127	1	0	0
1664	-127	1	0	0
1665	0	1	0	0
1666	0	1	0	0
1667	0	1	0	0
1668	0	1	0	0
1669	0	1	0	0
1670	0	1	0	0
1671	0	1	0	0
1672	0	1	0	0
1673	0	1	0	0
1674	0	1	0	0
1675	0	1	0	0
1676	0	1	0	0
1677	0	1	0	0
1678	0	1	0	0
1679	0	1	0	0
1680	0	1	0	0
1681	0	1	0	0
1682	0	1	0	0
1683	0	1	0	0
1684	0	1	0	0
1685	0	1	0	0
1686	0	1	0	0
1687	0	1	0	0
1688	0	1	0	0
1689	-127	1	0	0
1690	-127	1	0	0
1691	-127	1	0	0
1692	-127	1	0	0
1693	-127	1	0	0
1694	-127	1	0	0
1695	-127	1	0	0
1696	-127	1	0	0
1697	-127	1	0	0
1698	-127	1	0	0
1699	-127	1	0	0
1700	-127	1	0	0
1701	0	1	0	0
1702	0	1	0	0
1703	0	1	0	0
1704	0	1	0	0
1705	0	1	0	0
1706	0	1	0	0
1707	0	1	0	0
1708	0	1	0	0
1709	0	1	0	0
1710	0	1	0	0
1711	0	1	0	0
1712	0	1	0	0
1713	0	1	0	0
1714	0	1	0	0
1715	0	1	0	0
1716	0	1	0	0
1717	0	1	0	0
1718	0	1	0	0
1719	0	1	0	0
1720	0	1	0	0
1721	0	1	0	0
1722	0	1	0	0
1723	0	1	0	0
1724	0	1	0	0
1725	0	1	0	0
1726	0	1	0	0
1727	0	1	0	0
1728	0	1	0	0
1729	0	1	0	0
1730	0	1	0	0
1731	0	1	0	0
1732	0	1	0	0
1733	0	1	0	0
1734	0	1	0	0
1735	0	1	0	0
1736	0	1	0	0
1737	0	1	0	0
1738	0	1	0	0
1739	0	1	0	0
1740	0	1	0	0
1741	0	1	0	0
1742	0	1	0	0
1743	0	1	0	0
1744	0	1	0	0
1745	0	1	0	0
1746	0	1	0	0
1747	0	1	0	0
1748	0	1	0	0
1749	0	1	0	0
1750	0	1	0	0
1751	0	1	0	0
1752	0	1	0	0
1753	0	1	0	0
1754	0	1	0	0
1755	0	1	0	0
1756	0	1	0	0
1757	0	1	0	0
1758	0	1	0	0
1759	0	1	0	0
1760	0	1	0	0
1761	0	1	0	0
1762	0	1	0	0
1763	0	1	0	0
1764	0	1	0	0
1765	0	1	0	0
1766	0	1	0	0
1767	0	1	0	0
1768	0	1	0	0
1769	0	1	0	0
1770	0	1	0	0
1771	0	1	0	0
1772	0	1	0	0
1773	0	1	0	0
1774	0	1	0	0
1775	0	1	0	0
1776	0	1	0	0
1777	0	1	0	0
1778	0	1	0	0
1779	0	1	0	0
1780	0	1	0	0
1781	0	1	0	0
1782	0	1	0	0
1783	0	1	0	0
1784	0	1	0	0
1785	0	1	0	0
1786	0	1	0	0
1787	0	1	0	0
1788	0	1	0	0
1789	0	1	0	0
1790	0	1	0	0
1791	0	1	0	0
1792	0	1	0	0
1793	0	1	0	0
1794	0	1	0	0
1795	0	1	0	0
1796	0	1	0	0
1797	0	1	0	0
1798	0	1	0	0
1799	0	1	0	0
1800	0	1	0	0
1801	0	1	0	0
1802	0	1	0	0
1803	0	1	0	0
1804	0	1	0	0
1805	0	1	0	0
1806	0	1	0	0
1807	0	1	0	0
1808	0	1	0	0
1809	127	1	0	0
1810	127	1	0	0
1811	127	1	0	0
1812	127	1	0	0
1813	127	1	0	0
1814	127	1	0	0
1815	127	1	0	0
1816	127	1	0	0
1817	127	1	0	0
1818	127	1	0	0
1819	127	1	0	0
1820	127	1	0	0
1821	127	1	0	0
1822	127	1	0	0
1823	127	1	0	0
1824	127	1	0	0
1825	127	1	0	0
1826	127	1	0	0
1827	127	1	0	0
1828	127	1	0	0
1829	127	1	0	0
1830	127	1	0	0
1831	127	1	0	0
1832	127	1	0	0
1833	-127	1	0	0
1834	-127	1	0	0
1835	-127	1	0	0
1836	-127	1	0	0
1837	-127	1	0	0
1838	-127	1	0	0
