# Summer 2026 block selection catalog
# NAME<TAB>FLAGS<TAB>resolved logical PREFAB path
RoadTechSpecialTurbo	00001000	Stadium\Media\Prefab\RoadTech\Special_Air.Prefab.Gbx
RoadTechStart	00101000	Stadium\Media\Prefab\RoadTech\Start_Air.Prefab.Gbx
RoadTechStraight	00000000	Stadium\Media\Prefab\RoadTech\Straight_Air.Prefab.Gbx
RoadTechStraight	00001000	Stadium\Media\Prefab\RoadTech\Straight_Air.Prefab.Gbx
RoadTechStraight	10001000	Stadium\Media\Prefab\RoadTech\Straight_Air.Prefab.Gbx
StandStraight	00000040	Stadium\Media\Prefab\Stand\StraightStructureDeadendSupportLowV2.Prefab.Gbx
StandStraight	00200040	Stadium\Media\Prefab\Stand\StraightV2.Prefab.Gbx
StructureDeadend	00000000	Stadium\Media\Prefab\Structure\Deadend_Air.Prefab.Gbx
StructurePillar	00004000	Stadium\Media\Prefab\Structure\Pillar_Air.Prefab.Gbx
StructurePillar	00004002	Stadium\Media\Prefab\Structure\Pillar_Air2.Prefab.Gbx
StructurePillar	00004003	Stadium\Media\Prefab\Structure\Pillar_Air3.Prefab.Gbx
StructurePillar	00004004	Stadium\Media\Prefab\Structure\Pillar_Air4.Prefab.Gbx
StructurePillar	00005000	Stadium\Media\Prefab\Structure\ToDecoPillar_Air.Prefab.Gbx
StructurePillar	00405000	BlueBay\Media\Prefab\Stadium\StructurePillarOnBeachDeadend.Prefab.Gbx
StructurePillar	00605000	BlueBay\Media\Prefab\Stadium\StructurePillarOnLandHill3Deadend.Prefab.Gbx
StructureSupportCurve3In	00200040	Stadium\Media\Prefab\Structure\SupportCurve3In_AirNPBv2.Prefab.Gbx
StructureSupportCurve3In	10200040	Stadium\Media\Prefab\Structure\SupportCurve3In_AirNPBv2.Prefab.Gbx
StructureSupportCurve3Out	00410040	Stadium\Media\Prefab\Structure\SupportCurve3Out_AirInPillarv2.Prefab.Gbx
StructureSupportCurve3Out	10200040	Stadium\Media\Prefab\Structure\SupportCurve3Out_AirNPBv2.Prefab.Gbx
StructureSupportDeadend	00000040	Stadium\Media\Prefab\Structure\SupportDeadend_Airv2.Prefab.Gbx
StructureSupportDeadend	00410040	Stadium\Media\Prefab\Structure\SupportDeadend_AirInPillarv2.Prefab.Gbx
TechnicsScreen155Straight	00000000	Stadium\Media\Prefab\Technics\Screen155Straight_Air.Prefab.Gbx
TechnicsScreen155StraightX4	00000000	Stadium\Media\Prefab\Technics\Screen155StraightX4_Air.Prefab.Gbx
TechnicsScreen2x3Straight	00000000	Stadium\Media\Prefab\Technics\Screen2x3Straight_Air.Prefab.Gbx
TechnicsScreen2x3StraightSmall	00000000	Stadium\Media\Prefab\Technics\Screen2x3StraightSmall_Air.Prefab.Gbx
TechnicsScreen2x3StraightX2	00000000	Stadium\Media\Prefab\Technics\Screen2x3StraightX2_Air.Prefab.Gbx
TechnicsScreen4x1Curve3In	00008000	Stadium\Media\Prefab\Technics\Screen4x1Curve3In_Air.Prefab.Gbx
TechnicsScreen4x1Straight	00008000	Stadium\Media\Prefab\Technics\Screen4x1Straight_Air.Prefab.Gbx
TechnicsScreen6x1StraightX3	00000000	Stadium\Media\Prefab\Technics\Screen6x1StraightX3_Air.Prefab.Gbx
