index	kind	name	blockinfo	alt_blockinfo	cell_x	cell_y	cell_z	dir	flags	ground	variant	subvariant	variant_picked	variant_name	mobil_list	mobil_lists	additional_ground	additional_air	notes	cells	prefabs	North	East	South	West	Top	Bottom	error
17	grid	Land	BlueBay\GameCtnBlockInfo\GameCtnBlockInfoFlat\Land.EDFlat.Gbx		9	6	41	0	00001000	1	0	0	ground/base	Variant Ground	0	1	0	0		u0@(9,6,41)	BlueBay\Media\Prefab\Zone\Land\Base.Prefab.Gbx	u0->(9,6,42) a#1707 LandCliff12	u0->(8,6,41) a#11 Land	u0->(9,6,40) a#2137 Beach	u0->(10,6,41) a#22 Land			
18	grid	Land	BlueBay\GameCtnBlockInfo\GameCtnBlockInfoFlat\Land.EDFlat.Gbx		9	6	46	0	00001000	1	0	0	ground/base	Variant Ground	0	1	0	0		u0@(9,6,46)	BlueBay\Media\Prefab\Zone\Land\Base.Prefab.Gbx	u0->(9,6,47) a#19 Land	u0->(8,6,46) a#16 Land	u0->(9,6,45) a#1710 LandCliff12	u0->(10,6,46) a#23 Land			
19	grid	Land	BlueBay\GameCtnBlockInfo\GameCtnBlockInfoFlat\Land.EDFlat.Gbx		9	6	47	0	00001000	1	0	0	ground/base	Variant Ground	0	1	0	0		u0@(9,6,47)	BlueBay\Media\Prefab\Zone\Land\Base.Prefab.Gbx	u0->(9,6,48) a#20 Land	u0->(8,6,47) a#2172 Beach	u0->(9,6,46) a#18 Land	u0->(10,6,47) a#24 Land			
20	grid	Land	BlueBay\GameCtnBlockInfo\GameCtnBlockInfoFlat\Land.EDFlat.Gbx		9	6	48	0	00001000	1	0	0	ground/base	Variant Ground	0	1	0	0		u0@(9,6,48)	BlueBay\Media\Prefab\Zone\Land\Base.Prefab.Gbx	u0->(9,6,49) a#21 Land	u0->(8,6,48) a#2173 Beach	u0->(9,6,47) a#19 Land	u0->(10,6,48) a#25 Land			
21	grid	Land	BlueBay\GameCtnBlockInfo\GameCtnBlockInfoFlat\Land.EDFlat.Gbx		9	6	49	0	00001000	1	0	0	ground/base	Variant Ground	0	1	0	0		u0@(9,6,49)	BlueBay\Media\Prefab\Zone\Land\Base.Prefab.Gbx	u0->(9,6,50) a#2185 Beach	u0->(8,6,49) a#2174 Beach	u0->(9,6,48) a#20 Land	u0->(10,6,49) a#26 Land			
22	grid	Land	BlueBay\GameCtnBlockInfo\GameCtnBlockInfoFlat\Land.EDFlat.Gbx		10	6	41	0	00001000	1	0	0	ground/base	Variant Ground	0	1	0	0		u0@(10,6,41)	BlueBay\Media\Prefab\Zone\Land\Base.Prefab.Gbx	u0->(10,6,42) a#1711 LandCliff12	u0->(9,6,41) a#17 Land	u0->(10,6,40) a#2140 Beach	u0->(11,6,41) a#32 Land			
23	grid	Land	BlueBay\GameCtnBlockInfo\GameCtnBlockInfoFlat\Land.EDFlat.Gbx		10	6	46	0	00001000	1	0	0	ground/base	Variant Ground	0	1	0	0		u0@(10,6,46)	BlueBay\Media\Prefab\Zone\Land\Base.Prefab.Gbx	u0->(10,6,47) a#24 Land	u0->(9,6,46) a#18 Land	u0->(10,6,45) a#1714 LandCliff12	u0->(11,6,46) a#33 Land			
24	grid	Land	BlueBay\GameCtnBlockInfo\GameCtnBlockInfoFlat\Land.EDFlat.Gbx		10	6	47	0	00001000	1	0	0	ground/base	Variant Ground	0	1	0	0		u0@(10,6,47)	BlueBay\Media\Prefab\Zone\Land\Base.Prefab.Gbx	u0->(10,6,48) a#25 Land	u0->(9,6,47) a#19 Land	u0->(10,6,46) a#23 Land	u0->(11,6,47) a#34 Land			
25	grid	Land	BlueBay\GameCtnBlockInfo\GameCtnBlockInfoFlat\Land.EDFlat.Gbx		10	6	48	0	00001000	1	0	0	ground/base	Variant Ground	0	1	0	0		u0@(10,6,48)	BlueBay\Media\Prefab\Zone\Land\Base.Prefab.Gbx	u0->(10,6,49) a#26 Land	u0->(9,6,48) a#20 Land	u0->(10,6,47) a#24 Land	u0->(11,6,48) a#35 Land			
26	grid	Land	BlueBay\GameCtnBlockInfo\GameCtnBlockInfoFlat\Land.EDFlat.Gbx		10	6	49	0	00001000	1	0	0	ground/base	Variant Ground	0	1	0	0		u0@(10,6,49)	BlueBay\Media\Prefab\Zone\Land\Base.Prefab.Gbx	u0->(10,6,50) a#27 Land	u0->(9,6,49) a#21 Land	u0->(10,6,48) a#25 Land	u0->(11,6,49) a#1752 LandCliff12			
27	grid	Land	BlueBay\GameCtnBlockInfo\GameCtnBlockInfoFlat\Land.EDFlat.Gbx		10	6	50	0	00001000	1	0	0	ground/base	Variant Ground	0	1	0	0		u0@(10,6,50)	BlueBay\Media\Prefab\Zone\Land\Base.Prefab.Gbx	u0->(10,6,51) a#28 Land	u0->(9,6,50) a#2185 Beach	u0->(10,6,49) a#26 Land	u0->(11,6,50) a#1753 LandCliff12			
28	grid	Land	BlueBay\GameCtnBlockInfo\GameCtnBlockInfoFlat\Land.EDFlat.Gbx		10	6	51	0	00001000	1	0	0	ground/base	Variant Ground	0	1	0	0		u0@(10,6,51)	BlueBay\Media\Prefab\Zone\Land\Base.Prefab.Gbx	u0->(10,6,52) a#2188 Beach	u0->(9,6,51) a#2186 Beach	u0->(10,6,50) a#27 Land	u0->(11,6,51) a#1754 LandCliff12			
29	grid	Land	BlueBay\GameCtnBlockInfo\GameCtnBlockInfoFlat\Land.EDFlat.Gbx		11	6	38	0	00001000	1	0	0	ground/base	Variant Ground	0	1	0	0		u0@(11,6,38)	BlueBay\Media\Prefab\Zone\Land\Base.Prefab.Gbx	u0->(11,6,39) a#30 Land	u0->(10,6,38) a#2138 Beach	u0->(11,6,37) a#2142 Beach	u0->(12,6,38) a#36 Land			
30	grid	Land	BlueBay\GameCtnBlockInfo\GameCtnBlockInfoFlat\Land.EDFlat.Gbx		11	6	39	0	00001000	1	0	0	ground/base	Variant Ground	0	1	0	0		u0@(11,6,39)	BlueBay\Media\Prefab\Zone\Land\Base.Prefab.Gbx	u0->(11,6,40) a#31 Land	u0->(10,6,39) a#2139 Beach	u0->(11,6,38) a#29 Land	u0->(12,6,39) a#37 Land			
31	grid	Land	BlueBay\GameCtnBlockInfo\GameCtnBlockInfoFlat\Land.EDFlat.Gbx		11	6	40	0	00001000	1	0	0	ground/base	Variant Ground	0	1	0	0		u0@(11,6,40)	BlueBay\Media\Prefab\Zone\Land\Base.Prefab.Gbx	u0->(11,6,41) a#32 Land	u0->(10,6,40) a#2140 Beach	u0->(11,6,39) a#30 Land	u0->(12,6,40) a#38 Land			
32	grid	Land	BlueBay\GameCtnBlockInfo\GameCtnBlockInfoFlat\Land.EDFlat.Gbx		11	6	41	0	00001000	1	0	0	ground/base	Variant Ground	0	1	0	0		u0@(11,6,41)	BlueBay\Media\Prefab\Zone\Land\Base.Prefab.Gbx	u0->(11,6,42) a#1715 LandCliff12	u0->(10,6,41) a#22 Land	u0->(11,6,40) a#31 Land	u0->(12,6,41) a#39 Land			
33	grid	Land	BlueBay\GameCtnBlockInfo\GameCtnBlockInfoFlat\Land.EDFlat.Gbx		11	6	46	0	00001000	1	0	0	ground/base	Variant Ground	0	1	0	0		u0@(11,6,46)	BlueBay\Media\Prefab\Zone\Land\Base.Prefab.Gbx	u0->(11,6,47) a#34 Land	u0->(10,6,46) a#23 Land	u0->(11,6,45) a#1718 LandCliff12	u0->(12,6,46) a#40 Land			
34	grid	Land	BlueBay\GameCtnBlockInfo\GameCtnBlockInfoFlat\Land.EDFlat.Gbx		11	6	47	0	00001000	1	0	0	ground/base	Variant Ground	0	1	0	0		u0@(11,6,47)	BlueBay\Media\Prefab\Zone\Land\Base.Prefab.Gbx	u0->(11,6,48) a#35 Land	u0->(10,6,47) a#24 Land	u0->(11,6,46) a#33 Land	u0->(12,6,47) a#1888 LandCliff12			
35	grid	Land	BlueBay\GameCtnBlockInfo\GameCtnBlockInfoFlat\Land.EDFlat.Gbx		11	6	48	0	00001000	1	0	0	ground/base	Variant Ground	0	1	0	0		u0@(11,6,48)	BlueBay\Media\Prefab\Zone\Land\Base.Prefab.Gbx	u0->(11,6,49) a#1752 LandCliff12	u0->(10,6,48) a#25 Land	u0->(11,6,47) a#34 Land	u0->(12,6,48) a#1889 LandCliff12			
36	grid	Land	BlueBay\GameCtnBlockInfo\GameCtnBlockInfoFlat\Land.EDFlat.Gbx		12	6	38	0	00001000	1	0	0	ground/base	Variant Ground	0	1	0	0		u0@(12,6,38)	BlueBay\Media\Prefab\Zone\Land\Base.Prefab.Gbx	u0->(12,6,39) a#37 Land	u0->(11,6,38) a#29 Land	u0->(12,6,37) a#2144 Beach	u0->(13,6,38) a#41 Land			
37	grid	Land	BlueBay\GameCtnBlockInfo\GameCtnBlockInfoFlat\Land.EDFlat.Gbx		12	6	39	0	00001000	1	0	0	ground/base	Variant Ground	0	1	0	0		u0@(12,6,39)	BlueBay\Media\Prefab\Zone\Land\Base.Prefab.Gbx	u0->(12,6,40) a#38 Land	u0->(11,6,39) a#30 Land	u0->(12,6,38) a#36 Land	u0->(13,6,39) a#1774 LandHill6			
38	grid	Land	BlueBay\GameCtnBlockInfo\GameCtnBlockInfoFlat\Land.EDFlat.Gbx		12	6	40	0	00001000	1	0	0	ground/base	Variant Ground	0	1	0	0		u0@(12,6,40)	BlueBay\Media\Prefab\Zone\Land\Base.Prefab.Gbx	u0->(12,6,41) a#39 Land	u0->(11,6,40) a#31 Land	u0->(12,6,39) a#37 Land	u0->(13,6,40) a#1775 LandHill6			
39	grid	Land	BlueBay\GameCtnBlockInfo\GameCtnBlockInfoFlat\Land.EDFlat.Gbx		12	6	41	0	00001000	1	0	0	ground/base	Variant Ground	0	1	0	0		u0@(12,6,41)	BlueBay\Media\Prefab\Zone\Land\Base.Prefab.Gbx	u0->(12,6,42) a#1719 LandCliff12	u0->(11,6,41) a#32 Land	u0->(12,6,40) a#38 Land	u0->(13,6,41) a#1776 LandHill6			
40	grid	Land	BlueBay\GameCtnBlockInfo\GameCtnBlockInfoFlat\Land.EDFlat.Gbx		12	6	46	0	00001000	1	0	0	ground/base	Variant Ground	0	1	0	0		u0@(12,6,46)	BlueBay\Media\Prefab\Zone\Land\Base.Prefab.Gbx	u0->(12,6,47) a#1888 LandCliff12	u0->(11,6,46) a#33 Land	u0->(12,6,45) a#1722 LandCliff12	u0->(13,6,46) a#42 Land			
41	grid	Land	BlueBay\GameCtnBlockInfo\GameCtnBlockInfoFlat\Land.EDFlat.Gbx		13	6	38	0	00001000	1	0	0	ground/base	Variant Ground	0	1	0	0		u0@(13,6,38)	BlueBay\Media\Prefab\Zone\Land\Base.Prefab.Gbx	u0->(13,6,39) a#1774 LandHill6	u0->(12,6,38) a#36 Land	u0->(13,6,37) a#2146 Beach	u0->(14,6,38) a#48 Land			
42	grid	Land	BlueBay\GameCtnBlockInfo\GameCtnBlockInfoFlat\Land.EDFlat.Gbx		13	6	46	0	00001000	1	0	0	ground/base	Variant Ground	0	1	0	0		u0@(13,6,46)	BlueBay\Media\Prefab\Zone\Land\Base.Prefab.Gbx	u0->(13,6,47) a#1891 LandCliff12	u0->(12,6,46) a#40 Land	u0->(13,6,45) a#1725 LandCliff12	u0->(14,6,46) a#1730 LandCliff12			
43	grid	Land	BlueBay\GameCtnBlockInfo\GameCtnBlockInfoFlat\Land.EDFlat.Gbx		14	6	24	0	00001000	1	0	0	ground/base	Variant Ground	0	1	0	0		u0@(14,6,24)	BlueBay\Media\Prefab\Zone\Land\Base.Prefab.Gbx	u0->(14,6,25) a#44 Land	u0->(13,6,24) a#2117 Beach	u0->(14,6,23) a#2086 Beach	u0->(15,6,24) a#49 Land			
44	grid	Land	BlueBay\GameCtnBlockInfo\GameCtnBlockInfoFlat\Land.EDFlat.Gbx		14	6	25	0	00001000	1	0	0	ground/base	Variant Ground	0	1	0	0		u0@(14,6,25)	BlueBay\Media\Prefab\Zone\Land\Base.Prefab.Gbx	u0->(14,6,26) a#45 Land	u0->(13,6,25) a#2118 Beach	u0->(14,6,24) a#43 Land	u0->(15,6,25) a#50 Land			
45	grid	Land	BlueBay\GameCtnBlockInfo\GameCtnBlockInfoFlat\Land.EDFlat.Gbx		14	6	26	0	00001000	1	0	0	ground/base	Variant Ground	0	1	0	0		u0@(14,6,26)	BlueBay\Media\Prefab\Zone\Land\Base.Prefab.Gbx	u0->(14,6,27) a#46 Land	u0->(13,6,26) a#2119 Beach	u0->(14,6,25) a#44 Land	u0->(15,6,26) a#951 LandHill2			
46	grid	Land	BlueBay\GameCtnBlockInfo\GameCtnBlockInfoFlat\Land.EDFlat.Gbx		14	6	27	0	00001000	1	0	0	ground/base	Variant Ground	0	1	0	0		u0@(14,6,27)	BlueBay\Media\Prefab\Zone\Land\Base.Prefab.Gbx	u0->(14,6,28) a#47 Land	u0->(13,6,27) a#2120 Beach	u0->(14,6,26) a#45 Land	u0->(15,6,27) a#952 LandHill2			
47	grid	Land	BlueBay\GameCtnBlockInfo\GameCtnBlockInfoFlat\Land.EDFlat.Gbx		14	6	28	0	00001000	1	0	0	ground/base	Variant Ground	0	1	0	0		u0@(14,6,28)	BlueBay\Media\Prefab\Zone\Land\Base.Prefab.Gbx	u0->(14,6,29) a#2126 LandHill2	u0->(13,6,28) a#2121 Beach	u0->(14,6,27) a#46 Land	u0->(15,6,28) a#953 LandHill2			
48	grid	Land	BlueBay\GameCtnBlockInfo\GameCtnBlockInfoFlat\Land.EDFlat.Gbx		14	6	38	0	00001000	1	0	0	ground/base	Variant Ground	0	1	0	0		u0@(14,6,38)	BlueBay\Media\Prefab\Zone\Land\Base.Prefab.Gbx	u0->(14,6,39) a#1778 LandHill6	u0->(13,6,38) a#41 Land	u0->(14,6,37) a#2148 Beach	u0->(15,6,38) a#51 Land			
49	grid	Land	BlueBay\GameCtnBlockInfo\GameCtnBlockInfoFlat\Land.EDFlat.Gbx		15	6	24	0	00001000	1	0	0	ground/base	Variant Ground	0	1	0	0		u0@(15,6,24)	BlueBay\Media\Prefab\Zone\Land\Base.Prefab.Gbx	u0->(15,6,25) a#50 Land	u0->(14,6,24) a#43 Land	u0->(15,6,23) a#2087 Beach	u0->(16,6,24) a#52 Land			
50	grid	Land	BlueBay\GameCtnBlockInfo\GameCtnBlockInfoFlat\Land.EDFlat.Gbx		15	6	25	0	00001000	1	0	0	ground/base	Variant Ground	0	1	0	0		u0@(15,6,25)	BlueBay\Media\Prefab\Zone\Land\Base.Prefab.Gbx	u0->(15,6,26) a#951 LandHill2	u0->(14,6,25) a#44 Land	u0->(15,6,24) a#49 Land	u0->(16,6,25) a#53 Land			
51	grid	Land	BlueBay\GameCtnBlockInfo\GameCtnBlockInfoFlat\Land.EDFlat.Gbx		15	6	38	0	00001000	1	0	0	ground/base	Variant Ground	0	1	0	0		u0@(15,6,38)	BlueBay\Media\Prefab\Zone\Land\Base.Prefab.Gbx	u0->(15,6,39) a#1782 LandHill6	u0->(14,6,38) a#48 Land	u0->(15,6,37) a#2150 Beach	u0->(16,6,38) a#54 Land			
52	grid	Land	BlueBay\GameCtnBlockInfo\GameCtnBlockInfoFlat\Land.EDFlat.Gbx		16	6	24	0	00001000	1	0	0	ground/base	Variant Ground	0	1	0	0		u0@(16,6,24)	BlueBay\Media\Prefab\Zone\Land\Base.Prefab.Gbx	u0->(16,6,25) a#53 Land	u0->(15,6,24) a#49 Land	u0->(16,6,23) a#2088 Beach	u0->(17,6,24) a#2093 LandHill2			
53	grid	Land	BlueBay\GameCtnBlockInfo\GameCtnBlockInfoFlat\Land.EDFlat.Gbx		16	6	25	0	00001000	1	0	0	ground/base	Variant Ground	0	1	0	0		u0@(16,6,25)	BlueBay\Media\Prefab\Zone\Land\Base.Prefab.Gbx	u0->(16,6,26) a#954 LandHill2	u0->(15,6,25) a#50 Land	u0->(16,6,24) a#52 Land	u0->(17,6,25) a#932 LandHill2			
54	grid	Land	BlueBay\GameCtnBlockInfo\GameCtnBlockInfoFlat\Land.EDFlat.Gbx		16	6	38	0	00001000	1	0	0	ground/base	Variant Ground	0	1	0	0		u0@(16,6,38)	BlueBay\Media\Prefab\Zone\Land\Base.Prefab.Gbx	u0->(16,6,39) a#1786 LandHill6	u0->(15,6,38) a#51 Land	u0->(16,6,37) a#2153 Beach	u0->(17,6,38) a#64 Land			
55	grid	Land	BlueBay\GameCtnBlockInfo\GameCtnBlockInfoFlat\Land.EDFlat.Gbx		16	6	44	0	00001000	1	0	0	ground/base	Variant Ground	0	1	0	0		u0@(16,6,44)	BlueBay\Media\Prefab\Zone\Land\Base.Prefab.Gbx	u0->(16,6,45) a#56 Land	u0->(15,6,44) a#1728 LandCliff12	u0->(16,6,43) a#1745 LandCliff12	u0->(17,6,44) a#1735 LandCliff12			
56	grid	Land	BlueBay\GameCtnBlockInfo\GameCtnBlockInfoFlat\Land.EDFlat.Gbx		16	6	45	0	00001000	1	0	0	ground/base	Variant Ground	0	1	0	0		u0@(16,6,45)	BlueBay\Media\Prefab\Zone\Land\Base.Prefab.Gbx	u0->(16,6,46) a#1734 LandCliff12	u0->(15,6,45) a#1731 LandCliff12	u0->(16,6,44) a#55 Land	u0->(17,6,45) a#1736 LandCliff12			
57	grid	Land	BlueBay\GameCtnBlockInfo\GameCtnBlockInfoFlat\Land.EDFlat.Gbx		16	6	55	0	00001000	1	0	0	ground/base	Variant Ground	0	1	0	0		u0@(16,6,55)	BlueBay\Media\Prefab\Zone\Land\Base.Prefab.Gbx	u0->(16,6,56) a#58 Land	u0->(15,6,55) a#2180 Beach	u0->(16,6,54) a#1747 LandCliff12	u0->(17,6,55) a#65 Land			
58	grid	Land	BlueBay\GameCtnBlockInfo\GameCtnBlockInfoFlat\Land.EDFlat.Gbx		16	6	56	0	00001000	1	0	0	ground/base	Variant Ground	0	1	0	0		u0@(16,6,56)	BlueBay\Media\Prefab\Zone\Land\Base.Prefab.Gbx	u0->(16,6,57) a#59 Land	u0->(15,6,56) a#2181 Beach	u0->(16,6,55) a#57 Land	u0->(17,6,56) a#66 Land			
59	grid	Land	BlueBay\GameCtnBlockInfo\GameCtnBlockInfoFlat\Land.EDFlat.Gbx		16	6	57	0	00001000	1	0	0	ground/base	Variant Ground	0	1	0	0		u0@(16,6,57)	BlueBay\Media\Prefab\Zone\Land\Base.Prefab.Gbx	u0->(16,6,58) a#60 Land	u0->(15,6,57) a#2182 Beach	u0->(16,6,56) a#58 Land	u0->(17,6,57) a#67 Land			
60	grid	Land	BlueBay\GameCtnBlockInfo\GameCtnBlockInfoFlat\Land.EDFlat.Gbx		16	6	58	0	00001000	1	0	0	ground/base	Variant Ground	0	1	0	0		u0@(16,6,58)	BlueBay\Media\Prefab\Zone\Land\Base.Prefab.Gbx	u0->(16,6,59) a#2192 Beach	u0->(15,6,58) a#2183 Beach	u0->(16,6,57) a#59 Land	u0->(17,6,58) a#68 Land			
61	grid	Land	BlueBay\GameCtnBlockInfo\GameCtnBlockInfoFlat\Land.EDFlat.Gbx		17	6	35	0	00001000	1	0	0	ground/base	Variant Ground	0	1	0	0		u0@(17,6,35)	BlueBay\Media\Prefab\Zone\Land\Base.Prefab.Gbx	u0->(17,6,36) a#62 Land	u0->(16,6,35) a#2151 Beach	u0->(17,6,34) a#1000 LandHill2	u0->(18,6,35) a#70 Land			
62	grid	Land	BlueBay\GameCtnBlockInfo\GameCtnBlockInfoFlat\Land.EDFlat.Gbx		17	6	36	0	00001000	1	0	0	ground/base	Variant Ground	0	1	0	0		u0@(17,6,36)	BlueBay\Media\Prefab\Zone\Land\Base.Prefab.Gbx	u0->(17,6,37) a#63 Land	u0->(16,6,36) a#2152 Beach	u0->(17,6,35) a#61 Land	u0->(18,6,36) a#71 Land			
63	grid	Land	BlueBay\GameCtnBlockInfo\GameCtnBlockInfoFlat\Land.EDFlat.Gbx		17	6	37	0	00001000	1	0	0	ground/base	Variant Ground	0	1	0	0		u0@(17,6,37)	BlueBay\Media\Prefab\Zone\Land\Base.Prefab.Gbx	u0->(17,6,38) a#64 Land	u0->(16,6,37) a#2153 Beach	u0->(17,6,36) a#62 Land	u0->(18,6,37) a#72 Land			
64	grid	Land	BlueBay\GameCtnBlockInfo\GameCtnBlockInfoFlat\Land.EDFlat.Gbx		17	6	38	0	00001000	1	0	0	ground/base	Variant Ground	0	1	0	0		u0@(17,6,38)	BlueBay\Media\Prefab\Zone\Land\Base.Prefab.Gbx	u0->(17,6,39) a#1765 LandHill6	u0->(16,6,38) a#54 Land	u0->(17,6,37) a#63 Land	u0->(18,6,38) a#73 Land			
